,transaction_str,txn_id
0,[],0
1,[],1
2,[],2
3,[],3
4,[],4
5,[],5
6,[],6
7,[],7
8,[],8
9,[],9
10,[],10
11,[],11
12,[],12
13,[],13
14,[],14
15,[],15
16,[],16
17,[],17
18,[],18
19,[],19
20,[],20
21,[],21
22,[],22
23,[],23
24,[],24
25,"[{'amount': -38, 'dt': Timestamp('2018-02-06 04:16:00+0000', tz='UTC'), 'price': 286.9999909291989, 'order_id': 'c13c4341db09422ca99ce5f1715204d0', 'sid': Equity(7 [SBIN]), 'commission': None}]",25
26,[],26
27,[],27
28,[],28
29,[],29
30,[],30
31,"[{'amount': -1, 'dt': Timestamp('2018-02-15 04:16:00+0000', tz='UTC'), 'price': 279.7499999887, 'order_id': '68d30757fa1c4296b5dad4217764845e', 'sid': Equity(7 [SBIN]), 'commission': None}]",31
32,[],32
33,"[{'amount': -2, 'dt': Timestamp('2018-02-19 04:16:00+0000', tz='UTC'), 'price': 268.74999999916685, 'order_id': '34c7403922864aed9250ded0ba10a4b2', 'sid': Equity(7 [SBIN]), 'commission': None}]",33
34,[],34
35,[],35
36,[],36
37,[],37
38,[],38
39,[],39
40,[],40
41,[],41
42,"[{'amount': -1, 'dt': Timestamp('2018-03-05 04:16:00+0000', tz='UTC'), 'price': 260.0999999913863, 'order_id': '2962755fbc4b4476829165ce84ddf309', 'sid': Equity(7 [SBIN]), 'commission': None}]",42
43,[],43
44,"[{'amount': -2, 'dt': Timestamp('2018-03-07 04:16:00+0000', tz='UTC'), 'price': 252.79999996290096, 'order_id': 'aeebba4bcafe4875a0498653c5be95cf', 'sid': Equity(7 [SBIN]), 'commission': None}]",44
45,"[{'amount': -1, 'dt': Timestamp('2018-03-08 04:16:00+0000', tz='UTC'), 'price': 245.59999999526406, 'order_id': '1fab7cd5c61944b899f3156846e18ae8', 'sid': Equity(7 [SBIN]), 'commission': None}]",45
46,"[{'amount': 1, 'dt': Timestamp('2018-03-09 04:16:00+0000', tz='UTC'), 'price': 254.1000000098371, 'order_id': '991f2c37589648aba406a4d39a4ccd7f', 'sid': Equity(7 [SBIN]), 'commission': None}]",46
47,[],47
48,[],48
49,[],49
50,[],50
51,[],51
52,[],52
53,[],53
54,[],54
55,[],55
56,"[{'amount': -3, 'dt': Timestamp('2018-03-23 04:16:00+0000', tz='UTC'), 'price': 235.39999991917867, 'order_id': '548fbc32129b49b9ad5f4423802b1b4c', 'sid': Equity(7 [SBIN]), 'commission': None}]",56
57,[],57
58,[],58
59,[],59
60,[],60
61,[],61
62,[],62
63,[],63
64,[],64
65,[],65
66,[],66
67,[],67
68,[],68
69,[],69
70,[],70
71,[],71
72,[],72
73,[],73
74,"[{'amount': 1, 'dt': Timestamp('2018-04-20 04:16:00+0000', tz='UTC'), 'price': 242.7500000010903, 'order_id': '30535db3a3e54936baf4b4ed79045682', 'sid': Equity(7 [SBIN]), 'commission': None}]",74
75,[],75
76,[],76
77,[],77
78,"[{'amount': -1, 'dt': Timestamp('2018-04-26 04:16:00+0000', tz='UTC'), 'price': 237.44999998737146, 'order_id': 'a107f2558cce4eb3a4fb31614fd6cbfc', 'sid': Equity(7 [SBIN]), 'commission': None}]",78
79,[],79
80,[],80
81,[],81
82,[],82
83,[],83
84,[],84
85,[],85
86,[],86
87,[],87
88,[],88
89,[],89
90,[],90
91,[],91
92,[],92
93,[],93
94,[],94
95,[],95
96,[],96
97,[],97
98,[],98
99,[],99
100,[],100
101,[],101
102,[],102
103,[],103
104,[],104
105,[],105
106,[],106
107,[],107
108,[],108
109,[],109
110,[],110
111,"[{'amount': 85, 'dt': Timestamp('2018-06-13 04:16:00+0000', tz='UTC'), 'price': 285.9001206460247, 'order_id': 'b6b145d1df644a8e93b46e970501449e', 'sid': Equity(7 [SBIN]), 'commission': None}]",111
112,[],112
113,[],113
114,[],114
115,[],115
116,[],116
117,[],117
118,[],118
119,[],119
120,[],120
121,[],121
122,[],122
123,[],123
124,[],124
125,[],125
126,[],126
127,[],127
128,[],128
129,[],129
130,[],130
131,[],131
132,[],132
133,[],133
134,[],134
135,[],135
136,[],136
137,[],137
138,[],138
139,[],139
140,[],140
141,[],141
142,"[{'amount': 1, 'dt': Timestamp('2018-07-26 04:16:00+0000', tz='UTC'), 'price': 276.1000000191095, 'order_id': '788cf2f031534cc088fa9a3956ee6e18', 'sid': Equity(7 [SBIN]), 'commission': None}]",142
143,[],143
144,"[{'amount': -1, 'dt': Timestamp('2018-07-30 04:16:00+0000', tz='UTC'), 'price': 294.69999999952756, 'order_id': '836691d320484810b6c010a7207d8a5a', 'sid': Equity(7 [SBIN]), 'commission': None}]",144
145,[],145
146,[],146
147,[],147
148,[],148
149,"[{'amount': -1, 'dt': Timestamp('2018-08-06 04:16:00+0000', tz='UTC'), 'price': 305.9499999980906, 'order_id': 'b8c32900178e4676a7eb30f4b356b2fb', 'sid': Equity(7 [SBIN]), 'commission': None}]",149
150,"[{'amount': -1, 'dt': Timestamp('2018-08-07 04:16:00+0000', tz='UTC'), 'price': 307.19999999877365, 'order_id': 'e5be268a89314add93df2a6a0da5997a', 'sid': Equity(7 [SBIN]), 'commission': None}]",150
151,[],151
152,[],152
153,[],153
154,"[{'amount': 1, 'dt': Timestamp('2018-08-13 04:16:00+0000', tz='UTC'), 'price': 295.0500000005106, 'order_id': '8aefa310b7f343c9bde494cc9f0fe696', 'sid': Equity(7 [SBIN]), 'commission': None}]",154
155,[],155
156,[],156
157,[],157
158,[],158
159,[],159
160,[],160
161,[],161
162,[],162
163,[],163
164,[],164
165,[],165
166,[],166
167,[],167
168,[],168
169,[],169
170,[],170
171,[],171
172,[],172
173,[],173
174,[],174
175,[],175
176,[],176
177,[],177
178,[],178
179,[],179
180,[],180
181,"[{'amount': -78, 'dt': Timestamp('2018-09-25 04:16:00+0000', tz='UTC'), 'price': 262.09996053178793, 'order_id': '9a2d9b3bf6494a49b1cd631fb3360376', 'sid': Equity(7 [SBIN]), 'commission': None}]",181
182,[],182
183,[],183
184,[],184
185,[],185
186,[],186
187,[],187
188,[],188
189,[],189
190,[],190
191,[],191
192,[],192
193,[],193
194,[],194
195,[],195
196,[],196
197,[],197
198,[],198
199,[],199
200,[],200
201,"[{'amount': -2, 'dt': Timestamp('2018-10-25 04:16:00+0000', tz='UTC'), 'price': 253.39999981529854, 'order_id': 'c100547b0de94ea5b15e86af13869def', 'sid': Equity(7 [SBIN]), 'commission': None}]",201
202,[],202
203,[],203
204,[],204
205,[],205
206,[],206
207,"[{'amount': 79, 'dt': Timestamp('2018-11-02 04:16:00+0000', tz='UTC'), 'price': 291.2500444842035, 'order_id': '5b04afcf401449ff81d817dd14809434', 'sid': Equity(7 [SBIN]), 'commission': None}]",207
208,[],208
209,[],209
210,[],210
211,[],211
212,[],212
213,[],213
214,[],214
215,[],215
216,[],216
217,[],217
218,[],218
219,[],219
220,[],220
221,[],221
222,[],222
223,[],223
224,[],224
225,[],225
226,[],226
227,[],227
228,[],228
229,[],229
230,[],230
231,[],231
232,[],232
233,[],233
234,[],234
235,[],235
236,[],236
237,[],237
238,[],238
239,[],239
240,[],240
241,[],241
242,[],242
243,[],243
244,[],244
245,[],245
246,[],246
247,[],247
248,[],248
249,[],249
250,[],250
251,[],251
252,[],252
253,[],253
254,[],254
255,[],255
256,[],256
257,[],257
258,[],258
259,[],259
260,[],260
261,[],261
262,[],262
263,[],263
264,[],264
265,[],265
266,[],266
267,[],267
268,[],268
269,[],269
270,[],270
271,[],271
272,[],272
273,[],273
274,[],274
275,[],275
276,[],276
277,[],277
278,[],278
279,[],279
280,[],280
281,[],281
282,[],282
283,[],283
284,[],284
285,[],285
286,[],286
287,[],287
288,[],288
289,[],289
290,[],290
291,[],291
292,[],292
293,[],293
294,[],294
295,[],295
296,[],296
297,[],297
298,[],298
299,[],299
300,[],300
301,[],301
302,[],302
303,[],303
304,[],304
305,"[{'amount': -1, 'dt': Timestamp('2019-03-28 04:16:00+0000', tz='UTC'), 'price': 310.5999999916218, 'order_id': '9da77225074949db9e2318d3df47d13e', 'sid': Equity(7 [SBIN]), 'commission': None}]",305
306,"[{'amount': -1, 'dt': Timestamp('2019-03-29 04:16:00+0000', tz='UTC'), 'price': 319.3999999966852, 'order_id': 'df0adbfc66a346098570a7e7b4f8a733', 'sid': Equity(7 [SBIN]), 'commission': None}]",306
307,[],307
308,[],308
